ciudad_origen,ciudad_destino,hora_salida,hora_llegada,duracion_viaje,precio,tipo
Madrid,Niza,2025-03-18 10:00:00,2025-03-18 11:55:00,115.0,182.44,avion
Madrid,Niza,2025-03-25 10:00:00,2025-03-25 11:55:00,115.0,182.44,avion
Barcelona,Madrid,2025-03-17 21:05:00,2025-03-17 22:30:00,85.0,182.44,avion
Roma,Milán,2025-03-09 09:00:00,2025-03-09 10:10:00,70.0,182.45,avion
Milán,Nápoles,2025-03-09 11:55:00,2025-03-09 13:10:00,75.0,182.45,avion
Milán,Nápoles,2025-04-22 07:00:00,2025-04-22 08:15:00,75.0,182.45,avion
Roma,Milán,2025-06-30 22:00:00,2025-06-30 23:10:00,70.0,182.45,avion
Roma,Milán,2025-04-21 22:00:00,2025-04-21 23:10:00,70.0,182.45,avion
Roma,Milán,2025-04-22 06:30:00,2025-04-22 07:40:00,70.0,182.45,avion
Milán,Nápoles,2025-06-03 08:30:00,2025-06-03 09:50:00,80.0,182.45,avion
Milán,Nápoles,2025-04-22 08:30:00,2025-04-22 09:50:00,80.0,182.45,avion
Milán,París,2025-01-01 16:00:00,2025-01-01 17:30:00,90.0,182.48,avion
París,Barcelona,2025-02-13 09:25:00,2025-02-13 11:10:00,105.0,182.48,avion
Milán,París,2025-02-19 18:40:00,2025-02-19 20:15:00,95.0,182.48,avion
Milán,Nápoles,2025-04-14 21:35:00,2025-04-14 22:50:00,75.0,182.49,avion
Roma,Milán,2025-04-14 19:00:00,2025-04-14 20:10:00,70.0,182.49,avion
Roma,Milán,2025-04-14 15:00:00,2025-04-14 16:10:00,70.0,182.49,avion
Milán,Nápoles,2025-04-14 17:30:00,2025-04-14 18:50:00,80.0,182.49,avion
Roma,Milán,2025-04-14 18:00:00,2025-04-14 19:10:00,70.0,182.49,avion
Roma,Milán,2025-04-14 16:00:00,2025-04-14 17:10:00,70.0,182.49,avion
Roma,Milán,2025-05-19 22:00:00,2025-05-19 23:10:00,70.0,182.49,avion
Roma,Milán,2025-04-14 20:00:00,2025-04-14 21:10:00,70.0,182.49,avion
Roma,Milán,2025-04-14 21:00:00,2025-04-14 22:10:00,70.0,182.49,avion
Roma,Milán,2025-04-14 17:00:00,2025-04-14 18:10:00,70.0,182.49,avion
Roma,Milán,2025-04-21 21:00:00,2025-04-21 22:10:00,70.0,182.49,avion
Roma,Milán,2025-01-19 09:00:00,2025-01-19 10:10:00,70.0,182.49,avion
Milán,Nápoles,2025-01-19 11:55:00,2025-01-19 13:10:00,75.0,182.49,avion
Roma,Milán,2025-04-21 20:00:00,2025-04-21 21:10:00,70.0,182.49,avion
París,Ámsterdam,2025-06-13 10:15:00,2025-06-13 11:35:00,80.0,182.51,avion
París,Ámsterdam,2025-06-14 14:30:00,2025-06-14 15:45:00,75.0,182.51,avion
Ámsterdam,Barcelona,2025-04-19 08:15:00,2025-04-19 10:25:00,130.0,182.51,avion
París,Ámsterdam,2025-06-14 18:35:00,2025-06-14 19:55:00,80.0,182.51,avion
Ámsterdam,Barcelona,2025-05-10 08:15:00,2025-05-10 10:25:00,130.0,182.51,avion
París,Ámsterdam,2025-04-18 20:15:00,2025-04-18 21:25:00,70.0,182.51,avion
París,Ámsterdam,2025-05-09 10:15:00,2025-05-09 11:35:00,80.0,182.51,avion
París,Ámsterdam,2025-06-28 14:30:00,2025-06-28 15:45:00,75.0,182.51,avion
Niza,Luxemburgo,2025-01-22 13:45:00,2025-01-22 15:20:00,95.0,182.52,avion
Niza,Luxemburgo,2025-01-08 13:45:00,2025-01-08 15:20:00,95.0,182.52,avion
Niza,Luxemburgo,2025-02-19 13:45:00,2025-02-19 15:20:00,95.0,182.52,avion
Estocolmo,Roma,2025-04-22 07:00:00,2025-04-22 10:10:00,190.0,182.57,avion
Viena,Milán,2025-01-13 18:20:00,2025-01-13 19:45:00,85.0,182.58,avion
Viena,Milán,2025-01-13 08:05:00,2025-01-13 09:30:00,85.0,182.58,avion
Barcelona,Viena,2025-01-12 20:30:00,2025-01-12 22:50:00,140.0,182.58,avion
París,Barcelona,2025-05-09 14:15:00,2025-05-09 16:10:00,115.0,182.61,avion
París,Barcelona,2025-06-14 16:30:00,2025-06-14 18:20:00,110.0,182.61,avion
París,Barcelona,2025-05-09 16:30:00,2025-05-09 18:20:00,110.0,182.61,avion
París,Barcelona,2025-06-14 10:10:00,2025-06-14 12:05:00,115.0,182.61,avion
París,Barcelona,2025-04-10 13:05:00,2025-04-10 15:00:00,115.0,182.61,avion
París,Barcelona,2025-05-09 10:10:00,2025-05-09 12:05:00,115.0,182.61,avion
París,Barcelona,2025-05-09 14:25:00,2025-05-09 16:20:00,115.0,182.61,avion
Roma,Lisboa,2025-06-06 18:05:00,2025-06-06 20:15:00,130.0,182.71,avion
Lisboa,Barcelona,2025-06-06 22:40:00,2025-06-07 01:30:00,170.0,182.71,avion
Madrid,Roma,2025-01-02 18:00:00,2025-01-02 20:30:00,150.0,182.73,avion
Roma,Niza,2025-04-21 17:25:00,2025-04-21 18:35:00,70.0,182.73,avion
Niza,Bruselas,2025-04-18 16:30:00,2025-04-18 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-05-23 16:30:00,2025-05-23 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-04-03 12:25:00,2025-04-03 14:10:00,105.0,182.74,avion
Bruselas,Madrid,2025-05-02 20:55:00,2025-05-02 23:20:00,145.0,182.74,avion
Niza,Bruselas,2025-05-02 16:30:00,2025-05-02 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-06-13 12:25:00,2025-06-13 14:10:00,105.0,182.74,avion
Niza,Bruselas,2025-05-16 16:30:00,2025-05-16 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-04-10 12:25:00,2025-04-10 14:10:00,105.0,182.74,avion
Niza,Bruselas,2025-04-03 16:30:00,2025-04-03 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-06-13 16:30:00,2025-06-13 18:15:00,105.0,182.74,avion
Niza,Bruselas,2025-04-10 16:30:00,2025-04-10 18:15:00,105.0,182.74,avion
Barcelona,Venecia,2025-04-28 19:45:00,2025-04-28 21:35:00,110.0,182.84,avion
Barcelona,Venecia,2025-04-14 19:45:00,2025-04-14 21:35:00,110.0,182.84,avion
Marsella,Bruselas,2025-02-27 11:55:00,2025-02-27 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-02-27 06:45:00,2025-02-27 08:30:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-16 13:30:00,2025-05-16 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-01-01 06:45:00,2025-01-01 08:30:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-09 13:30:00,2025-05-09 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-06 11:55:00,2025-03-06 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-02-05 11:55:00,2025-02-05 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-06 06:45:00,2025-03-06 08:30:00,105.0,182.86,avion
Marsella,Bruselas,2025-01-22 11:55:00,2025-01-22 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-01-15 11:55:00,2025-01-15 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-23 06:40:00,2025-05-23 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-27 11:55:00,2025-03-27 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-02 13:30:00,2025-05-02 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-08-02 06:40:00,2025-08-02 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-02-12 11:55:00,2025-02-12 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-27 06:45:00,2025-03-27 08:30:00,105.0,182.86,avion
Marsella,Bruselas,2025-07-26 06:40:00,2025-07-26 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-23 13:30:00,2025-05-23 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-06-21 06:40:00,2025-06-21 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-07-12 06:40:00,2025-07-12 08:25:00,105.0,182.86,avion
Bruselas,Madrid,2025-07-12 09:25:00,2025-07-12 11:50:00,145.0,182.86,avion
Marsella,Bruselas,2025-04-03 13:30:00,2025-04-03 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-04-03 06:40:00,2025-04-03 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-13 06:45:00,2025-03-13 08:30:00,105.0,182.86,avion
Marsella,Bruselas,2025-07-19 06:40:00,2025-07-19 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-02-19 11:55:00,2025-02-19 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-13 11:55:00,2025-03-13 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-01-29 11:55:00,2025-01-29 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-05-30 13:30:00,2025-05-30 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-20 11:55:00,2025-03-20 13:40:00,105.0,182.86,avion
Marsella,Bruselas,2025-04-10 13:30:00,2025-04-10 15:15:00,105.0,182.86,avion
Marsella,Bruselas,2025-04-10 06:40:00,2025-04-10 08:25:00,105.0,182.86,avion
Marsella,Bruselas,2025-03-20 06:45:00,2025-03-20 08:30:00,105.0,182.86,avion
Niza,Túnez,2025-06-13 18:30:00,2025-06-13 19:05:00,35.0,182.92,avion
Madrid,Lisboa,2025-06-09 11:05:00,2025-06-09 11:25:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-16 22:15:00,2025-06-16 22:35:00,20.0,182.95,avion
Madrid,Lisboa,2025-04-14 13:35:00,2025-04-14 13:55:00,20.0,182.95,avion
Lisboa,Milán,2025-04-14 12:45:00,2025-04-14 16:25:00,220.0,182.95,avion
Madrid,Lisboa,2025-04-14 17:55:00,2025-04-14 18:15:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-16 11:05:00,2025-06-16 11:25:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-16 13:35:00,2025-06-16 13:55:00,20.0,182.95,avion
Lisboa,Milán,2025-04-14 15:40:00,2025-04-14 19:20:00,220.0,182.95,avion
Lisboa,Milán,2025-04-14 20:55:00,2025-04-15 00:35:00,220.0,182.95,avion
Madrid,Lisboa,2025-06-16 16:20:00,2025-06-16 16:40:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-16 17:55:00,2025-06-16 18:15:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-09 17:55:00,2025-06-09 18:15:00,20.0,182.95,avion
Madrid,Lisboa,2025-04-14 16:20:00,2025-04-14 16:40:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-09 13:35:00,2025-06-09 13:55:00,20.0,182.95,avion
Marsella,Lisboa,2025-06-14 12:45:00,2025-06-14 14:10:00,85.0,182.95,avion
Madrid,Lisboa,2025-06-16 20:10:00,2025-06-16 20:30:00,20.0,182.95,avion
Madrid,Lisboa,2025-06-09 16:20:00,2025-06-09 16:40:00,20.0,182.95,avion
Frankfurt,Milán,2025-01-12 20:30:00,2025-01-12 21:40:00,70.0,182.99,avion
Barcelona,Frankfurt,2025-01-12 16:40:00,2025-01-12 18:50:00,130.0,182.99,avion
Barcelona,Lisboa,2025-04-14 17:45:00,2025-04-14 18:50:00,65.0,182.99,avion
Lisboa,Milán,2025-04-15 12:45:00,2025-04-15 16:25:00,220.0,182.99,avion
Barcelona,Lisboa,2025-04-14 22:40:00,2025-04-14 23:45:00,65.0,182.99,avion
Niza,Múnich,2025-07-26 18:00:00,2025-07-26 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-08-09 18:00:00,2025-08-09 19:25:00,85.0,183.02,avion
Múnich,Madrid,2025-04-10 08:30:00,2025-04-10 11:10:00,160.0,183.02,avion
Niza,Múnich,2025-05-02 18:00:00,2025-05-02 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-05-02 13:25:00,2025-05-02 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-06-13 18:00:00,2025-06-13 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-08-09 13:25:00,2025-08-09 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-06-06 18:00:00,2025-06-06 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-07-05 18:00:00,2025-07-05 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-07-19 18:00:00,2025-07-19 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-06-14 18:00:00,2025-06-14 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-05-09 18:00:00,2025-05-09 19:25:00,85.0,183.02,avion
Múnich,Madrid,2025-04-17 11:30:00,2025-04-17 14:10:00,160.0,183.02,avion
Niza,Múnich,2025-04-17 18:00:00,2025-04-17 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-07-19 13:25:00,2025-07-19 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-06-13 13:25:00,2025-06-13 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-04-17 08:55:00,2025-04-17 10:20:00,85.0,183.02,avion
Múnich,Madrid,2025-04-17 08:30:00,2025-04-17 11:10:00,160.0,183.02,avion
Niza,Múnich,2025-04-25 18:00:00,2025-04-25 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-06-28 18:00:00,2025-06-28 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-06-06 13:25:00,2025-06-06 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-05-30 18:00:00,2025-05-30 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-05-16 18:00:00,2025-05-16 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-05-30 13:25:00,2025-05-30 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-08-02 13:25:00,2025-08-02 14:50:00,85.0,183.02,avion
Niza,Múnich,2025-08-02 18:00:00,2025-08-02 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-04-03 13:25:00,2025-04-03 14:50:00,85.0,183.02,avion
Múnich,Madrid,2025-04-03 19:20:00,2025-04-03 22:00:00,160.0,183.02,avion
Niza,Múnich,2025-04-03 08:55:00,2025-04-03 10:20:00,85.0,183.02,avion
Niza,Múnich,2025-04-03 18:00:00,2025-04-03 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-07-12 18:00:00,2025-07-12 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-06-28 13:25:00,2025-06-28 14:50:00,85.0,183.02,avion
Múnich,Madrid,2025-04-03 08:30:00,2025-04-03 11:10:00,160.0,183.02,avion
Múnich,Madrid,2025-06-28 19:20:00,2025-06-28 22:00:00,160.0,183.02,avion
Múnich,Madrid,2025-05-23 11:30:00,2025-05-23 14:10:00,160.0,183.02,avion
Múnich,Madrid,2025-05-23 19:20:00,2025-05-23 22:00:00,160.0,183.02,avion
Niza,Múnich,2025-05-23 18:00:00,2025-05-23 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-04-18 18:00:00,2025-04-18 19:25:00,85.0,183.02,avion
Niza,Múnich,2025-04-18 13:25:00,2025-04-18 14:50:00,85.0,183.02,avion
Múnich,Madrid,2025-05-23 08:30:00,2025-05-23 11:10:00,160.0,183.02,avion
Nápoles,Madrid,2025-01-08 14:50:00,2025-01-08 17:35:00,165.0,183.07,avion
Marsella,Múnich,2025-08-02 17:40:00,2025-08-02 19:15:00,95.0,183.14,avion
Marsella,Múnich,2025-04-03 17:40:00,2025-04-03 19:15:00,95.0,183.14,avion
Marsella,Múnich,2025-04-03 13:40:00,2025-04-03 15:15:00,95.0,183.14,avion
Marsella,Múnich,2025-05-09 13:40:00,2025-05-09 15:15:00,95.0,183.14,avion
Marsella,Múnich,2025-02-12 06:20:00,2025-02-12 08:00:00,100.0,183.14,avion
Marsella,Múnich,2025-02-05 06:20:00,2025-02-05 08:00:00,100.0,183.14,avion
Marsella,Múnich,2025-07-26 17:40:00,2025-07-26 19:15:00,95.0,183.14,avion
Marsella,Múnich,2025-05-02 13:40:00,2025-05-02 15:15:00,95.0,183.14,avion
Marsella,Múnich,2025-01-15 06:20:00,2025-01-15 08:00:00,100.0,183.14,avion
Marsella,Múnich,2025-07-19 17:40:00,2025-07-19 19:15:00,95.0,183.14,avion
Marsella,Múnich,2025-03-13 09:05:00,2025-03-13 10:45:00,100.0,183.14,avion
Marsella,Múnich,2025-03-13 18:25:00,2025-03-13 20:05:00,100.0,183.14,avion
Marsella,Múnich,2025-04-17 17:40:00,2025-04-17 19:15:00,95.0,183.14,avion
Marsella,Múnich,2025-03-06 18:25:00,2025-03-06 20:05:00,100.0,183.14,avion
Marsella,Múnich,2025-08-02 13:40:00,2025-08-02 15:15:00,95.0,183.14,avion
Marsella,Múnich,2025-03-06 09:05:00,2025-03-06 10:45:00,100.0,183.14,avion
Marsella,Múnich,2025-04-17 13:40:00,2025-04-17 15:15:00,95.0,183.14,avion
Marsella,Zurich,2025-02-05 15:00:00,2025-02-05 16:35:00,95.0,183.33,avion
Marsella,Zurich,2025-01-08 15:00:00,2025-01-08 16:35:00,95.0,183.33,avion
Marsella,Zurich,2025-01-22 15:00:00,2025-01-22 16:35:00,95.0,183.33,avion
Marsella,Zurich,2025-02-12 15:00:00,2025-02-12 16:35:00,95.0,183.33,avion
Zurich,Madrid,2025-01-30 16:25:00,2025-01-30 18:50:00,145.0,183.33,avion
Marsella,Zurich,2025-01-15 15:00:00,2025-01-15 16:35:00,95.0,183.33,avion
Marsella,Zurich,2025-01-29 15:00:00,2025-01-29 16:35:00,95.0,183.33,avion
Marsella,Zurich,2025-06-14 14:35:00,2025-06-14 16:00:00,85.0,183.33,avion
Copenhague,Barcelona,2025-04-04 08:55:00,2025-04-04 11:55:00,180.0,183.38,avion
Dublín,Barcelona,2025-03-06 16:50:00,2025-03-06 20:25:00,215.0,183.4,avion
Roma,Dublín,2025-03-06 11:35:00,2025-03-06 13:55:00,140.0,183.4,avion
Barcelona,Zurich,2025-01-12 14:55:00,2025-01-12 16:40:00,105.0,183.45,avion
Roma,La Valeta,2025-06-06 09:50:00,2025-06-06 11:20:00,90.0,183.45,avion
Roma,La Valeta,2025-06-06 21:00:00,2025-06-06 22:30:00,90.0,183.45,avion
La Valeta,Madrid,2025-06-07 06:05:00,2025-06-07 09:05:00,180.0,183.45,avion
Zurich,Milán,2025-01-12 20:50:00,2025-01-12 21:45:00,55.0,183.45,avion
Zurich,Milán,2025-01-13 08:55:00,2025-01-13 09:50:00,55.0,183.45,avion
Ámsterdam,París,2025-02-23 17:55:00,2025-02-23 19:10:00,75.0,183.49,avion
Barcelona,Ámsterdam,2025-03-31 11:10:00,2025-03-31 13:35:00,145.0,183.49,avion
Ámsterdam,París,2025-02-16 10:30:00,2025-02-16 11:55:00,85.0,183.49,avion
Ámsterdam,París,2025-02-24 06:50:00,2025-02-24 08:10:00,80.0,183.49,avion
Ámsterdam,París,2025-02-23 16:35:00,2025-02-23 17:50:00,75.0,183.49,avion
Ámsterdam,París,2025-03-17 09:35:00,2025-03-17 11:00:00,85.0,183.49,avion
Ámsterdam,París,2025-02-24 07:20:00,2025-02-24 08:45:00,85.0,183.49,avion
Ámsterdam,París,2025-02-23 20:35:00,2025-02-23 21:55:00,80.0,183.49,avion
Ámsterdam,París,2025-02-02 14:55:00,2025-02-02 16:15:00,80.0,183.49,avion
Ámsterdam,París,2025-03-24 14:55:00,2025-03-24 16:15:00,80.0,183.49,avion
Ámsterdam,París,2025-03-24 17:55:00,2025-03-24 19:10:00,75.0,183.49,avion
París Orly,Marsella,2025-02-09 16:15:00,2025-02-09 17:35:00,80.0,183.58,avion
París Orly,Marsella,2025-03-31 17:15:00,2025-03-31 18:35:00,80.0,183.58,avion
París Orly,Marsella,2025-02-16 20:15:00,2025-02-16 21:35:00,80.0,183.58,avion
París Orly,Marsella,2025-03-09 20:15:00,2025-03-09 21:35:00,80.0,183.58,avion
París Orly,Marsella,2025-03-31 15:15:00,2025-03-31 16:35:00,80.0,183.58,avion
París Orly,Niza,2025-03-09 19:35:00,2025-03-09 21:00:00,85.0,183.58,avion
Viena,Marsella,2025-03-09 12:30:00,2025-03-09 14:30:00,120.0,183.58,avion
Barcelona,Viena,2025-03-09 09:35:00,2025-03-09 11:50:00,135.0,183.58,avion
París Orly,Niza,2025-02-09 12:35:00,2025-02-09 14:00:00,85.0,183.58,avion
París Orly,Niza,2025-02-09 17:05:00,2025-02-09 18:30:00,85.0,183.58,avion
Barcelona,Viena,2025-01-09 20:30:00,2025-01-09 22:50:00,140.0,183.58,avion
París Orly,Niza,2025-03-09 19:05:00,2025-03-09 20:30:00,85.0,183.58,avion
París Orly,Niza,2025-01-26 17:05:00,2025-01-26 18:30:00,85.0,183.58,avion
Viena,Marsella,2025-01-10 12:30:00,2025-01-10 14:30:00,120.0,183.58,avion
París Orly,Niza,2025-02-09 16:35:00,2025-02-09 18:00:00,85.0,183.58,avion
París Orly,Marsella,2025-04-01 07:15:00,2025-04-01 08:35:00,80.0,183.58,avion
Viena,Marsella,2025-03-02 12:30:00,2025-03-02 14:30:00,120.0,183.58,avion
Barcelona,Viena,2025-03-02 09:35:00,2025-03-02 11:50:00,135.0,183.58,avion
París Orly,Niza,2025-02-16 12:35:00,2025-02-16 14:00:00,85.0,183.58,avion
París Orly,Niza,2025-01-26 12:35:00,2025-01-26 14:00:00,85.0,183.58,avion
París Orly,Niza,2025-01-26 16:35:00,2025-01-26 18:00:00,85.0,183.58,avion
París Orly,Niza,2025-02-16 17:05:00,2025-02-16 18:30:00,85.0,183.58,avion
París Orly,Niza,2025-02-02 12:35:00,2025-02-02 14:00:00,85.0,183.58,avion
París Orly,Niza,2025-02-02 16:35:00,2025-02-02 18:00:00,85.0,183.58,avion
París Orly,Niza,2025-02-02 17:05:00,2025-02-02 18:30:00,85.0,183.58,avion
París Orly,Marsella,2025-02-09 20:15:00,2025-02-09 21:35:00,80.0,183.58,avion
París Orly,Marsella,2025-03-31 18:15:00,2025-03-31 19:35:00,80.0,183.58,avion
París Orly,Marsella,2025-03-31 20:15:00,2025-03-31 21:35:00,80.0,183.58,avion
París Orly,Niza,2025-01-09 18:35:00,2025-01-09 20:00:00,85.0,183.58,avion
París Orly,Niza,2025-02-16 16:35:00,2025-02-16 18:00:00,85.0,183.58,avion
Copenhague,Niza,2025-04-07 18:40:00,2025-04-07 21:00:00,140.0,183.66,avion
Múnich,Lyon,2025-01-10 07:00:00,2025-01-10 08:20:00,80.0,183.71,avion
Barcelona,Múnich,2025-01-19 18:15:00,2025-01-19 20:20:00,125.0,183.71,avion
Múnich,Lyon,2025-01-20 07:00:00,2025-01-20 08:20:00,80.0,183.71,avion
Barcelona,Múnich,2025-01-09 18:15:00,2025-01-09 20:20:00,125.0,183.71,avion
Múnich,Lyon,2025-01-27 07:00:00,2025-01-27 08:20:00,80.0,183.71,avion
Barcelona,Múnich,2025-01-26 18:15:00,2025-01-26 20:20:00,125.0,183.71,avion
Luxemburgo,Barcelona,2025-04-26 09:40:00,2025-04-26 11:55:00,135.0,183.73,avion
Milán,Luxemburgo,2025-04-25 21:30:00,2025-04-25 22:50:00,80.0,183.73,avion
Madrid,Milán,2025-06-30 16:10:00,2025-06-30 18:20:00,130.0,183.8,avion
Madrid,Milán,2025-04-28 16:10:00,2025-04-28 18:20:00,130.0,183.8,avion
Madrid,Milán,2025-01-01 11:50:00,2025-01-01 14:05:00,135.0,183.8,avion
Madrid,Milán,2025-06-23 11:50:00,2025-06-23 14:00:00,130.0,183.8,avion
Madrid,Milán,2025-05-05 07:30:00,2025-05-05 09:40:00,130.0,183.8,avion
Madrid,Nápoles,2025-06-23 11:30:00,2025-06-23 14:05:00,155.0,183.8,avion
Madrid,Milán,2025-05-05 11:50:00,2025-05-05 14:00:00,130.0,183.8,avion
Madrid,Milán,2025-05-05 16:10:00,2025-05-05 18:20:00,130.0,183.8,avion
Madrid,Milán,2025-04-07 07:30:00,2025-04-07 09:40:00,130.0,183.8,avion
Madrid,Nápoles,2025-06-30 11:30:00,2025-06-30 14:05:00,155.0,183.8,avion
Madrid,Milán,2025-03-02 07:30:00,2025-03-02 09:45:00,135.0,183.8,avion
Madrid,Milán,2025-06-30 07:30:00,2025-06-30 09:40:00,130.0,183.8,avion
Madrid,Milán,2025-06-30 11:50:00,2025-06-30 14:00:00,130.0,183.8,avion
Madrid,Milán,2025-04-21 11:50:00,2025-04-21 14:00:00,130.0,183.8,avion
Madrid,Milán,2025-04-21 16:10:00,2025-04-21 18:20:00,130.0,183.8,avion
Madrid,Milán,2025-06-23 16:10:00,2025-06-23 18:20:00,130.0,183.8,avion
Madrid,Milán,2025-06-23 07:30:00,2025-06-23 09:40:00,130.0,183.8,avion
Madrid,Milán,2025-04-21 07:30:00,2025-04-21 09:40:00,130.0,183.8,avion
Madrid,Milán,2025-04-14 07:30:00,2025-04-14 09:40:00,130.0,183.8,avion
Madrid,Milán,2025-04-28 07:30:00,2025-04-28 09:40:00,130.0,183.8,avion
Múnich,Barcelona,2025-08-09 09:00:00,2025-08-09 11:30:00,150.0,183.95,avion
París,Múnich,2025-08-09 06:45:00,2025-08-09 08:15:00,90.0,183.95,avion
París,Múnich,2025-01-29 06:10:00,2025-01-29 07:35:00,85.0,183.95,avion
París,Múnich,2025-01-29 18:10:00,2025-01-29 19:35:00,85.0,183.95,avion
París,Múnich,2025-03-13 06:10:00,2025-03-13 07:35:00,85.0,183.95,avion
París,Múnich,2025-03-13 18:10:00,2025-03-13 19:35:00,85.0,183.95,avion
París,Múnich,2025-07-26 14:30:00,2025-07-26 16:00:00,90.0,183.95,avion
París,Múnich,2025-04-17 06:45:00,2025-04-17 08:15:00,90.0,183.95,avion
París,Múnich,2025-01-01 09:25:00,2025-01-01 10:50:00,85.0,183.95,avion
París,Múnich,2025-01-15 12:00:00,2025-01-15 13:25:00,85.0,183.95,avion
París,Múnich,2025-03-27 18:10:00,2025-03-27 19:35:00,85.0,183.95,avion
París,Múnich,2025-01-01 12:00:00,2025-01-01 13:25:00,85.0,183.95,avion
París,Múnich,2025-02-19 06:10:00,2025-02-19 07:35:00,85.0,183.95,avion
París,Múnich,2025-03-27 06:10:00,2025-03-27 07:35:00,85.0,183.95,avion
París,Múnich,2025-03-13 12:00:00,2025-03-13 13:25:00,85.0,183.95,avion
París,Múnich,2025-03-27 09:25:00,2025-03-27 10:50:00,85.0,183.95,avion
París,Múnich,2025-03-27 12:00:00,2025-03-27 13:25:00,85.0,183.95,avion
París,Múnich,2025-01-22 18:10:00,2025-01-22 19:35:00,85.0,183.95,avion
Múnich,Barcelona,2025-03-20 15:25:00,2025-03-20 17:30:00,125.0,183.95,avion
París,Múnich,2025-06-14 14:30:00,2025-06-14 16:00:00,90.0,183.95,avion
Múnich,Barcelona,2025-06-14 19:25:00,2025-06-14 21:30:00,125.0,183.95,avion
París,Múnich,2025-06-14 12:10:00,2025-06-14 13:40:00,90.0,183.95,avion
París,Múnich,2025-03-20 12:00:00,2025-03-20 13:25:00,85.0,183.95,avion
París,Múnich,2025-08-09 14:30:00,2025-08-09 16:00:00,90.0,183.95,avion
Múnich,Barcelona,2025-08-09 19:25:00,2025-08-09 21:30:00,125.0,183.95,avion
París,Múnich,2025-08-09 12:10:00,2025-08-09 13:40:00,90.0,183.95,avion
Múnich,Barcelona,2025-05-23 12:45:00,2025-05-23 14:50:00,125.0,183.95,avion
París,Múnich,2025-05-23 14:30:00,2025-05-23 16:00:00,90.0,183.95,avion
París,Múnich,2025-08-09 09:00:00,2025-08-09 10:30:00,90.0,183.95,avion
Múnich,Barcelona,2025-08-09 12:45:00,2025-08-09 14:50:00,125.0,183.95,avion
París,Múnich,2025-04-03 09:00:00,2025-04-03 10:30:00,90.0,183.95,avion
